transaction_id,customer_id,merchant_id,amount,currency,payment_method,payment_network,payment_channel,timestamp,hour,day_of_week,is_weekend,customer_age_days,customer_previous_transactions,customer_successful_transactions,customer_historical_success_rate,customer_lifetime_value,customer_average_transaction,customer_transaction_frequency_30d,amount_vs_customer_average,is_subscription,subscription_age_days,is_first_transaction,consecutive_failure_streak,customer_past_recovery_rate_pre_current,previous_failures_24h,previous_failures_7d,previous_successes_30d,transactions_24h,transactions_7d,device_changed,location_changed,ip_risk_score,velocity_score,payment_status,failure_reason,failure_category,recovery_success_probability,recovery_attempted,recovery_action,recovery_attempt_count,customer_contacted_today,recovered,recovered_amount
txn_0006208,cust_00681,merch_032,2425.33,INR,upi,upi,mobile,2026-01-28 14:52:59,14,2,0,240,0,0,1.0,0.0,1739.26,0,1.3945,1,701,1,0,0.5,0,0,0,0,0,1,0,0.1384,0.0799,success,none,none,,0,none,0,0,0,0.0
txn_0006209,cust_01750,merch_033,1309.8,INR,card,visa,web,2026-01-28 15:03:22,15,2,0,542,0,0,1.0,0.0,2125.45,0,0.6162,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2357,0.0139,success,none,none,,0,none,0,0,0,0.0
txn_0006210,cust_03817,merch_016,3076.97,INR,card,rupay,web,2026-01-28 15:06:01,15,2,0,636,0,0,1.0,0.0,2113.2,0,1.4561,1,129,1,0,1.0,0,0,0,0,0,1,0,0.116,0.0557,success,none,none,,0,none,0,0,0,0.0
txn_0006211,cust_03401,merch_040,3862.84,INR,upi,upi,web,2026-01-28 15:10:16,15,2,0,351,0,0,1.0,0.0,3620.92,0,1.0668,1,496,1,0,0.5,0,0,0,0,0,0,0,0.322,0.0229,success,none,none,,0,none,0,0,0,0.0
txn_0006212,cust_03058,merch_033,3513.84,INR,card,visa,web,2026-01-28 15:10:30,15,2,0,1009,0,0,1.0,0.0,3189.44,0,1.1017,1,301,1,0,0.5,0,0,0,0,0,0,0,0.25,0.1779,failed,network_timeout,transient,0.8181,0,no_action,0,0,1,3418.02
txn_0006213,cust_00800,merch_043,1062.39,INR,wallet,other,api,2026-01-28 15:13:55,15,2,0,414,0,0,1.0,0.0,1279.77,0,0.8301,0,0,1,0,1.0,0,0,0,0,0,0,0,0.0717,0.164,failed,invalid_card,payment_method_problem,0.2295,1,reminder,1,1,0,0.0
txn_0006214,cust_01090,merch_038,3093.8,INR,card,amex,mobile,2026-01-28 15:24:12,15,2,0,75,0,0,1.0,0.0,4015.46,0,0.7705,0,0,1,0,0.5,0,0,0,0,0,0,0,0.3201,0.073,success,none,none,,0,none,0,0,0,0.0
txn_0006215,cust_00537,merch_005,5429.08,INR,netbanking,axis,web,2026-01-28 15:33:16,15,2,0,150,0,0,1.0,0.0,5635.61,0,0.9634,0,0,1,0,0.5,0,0,0,0,0,0,1,0.0072,0.0732,success,none,none,,0,none,0,0,0,0.0
txn_0006216,cust_00433,merch_045,834.63,INR,upi,upi,mobile,2026-01-28 15:39:59,15,2,0,451,0,0,1.0,0.0,1143.35,0,0.73,0,0,1,0,0.5,0,0,0,0,0,1,0,0.4667,0.0732,failed,limit_exceeded,customer_action_required,0.8026,0,no_action,0,0,1,834.63
txn_0006217,cust_01937,merch_040,10107.5,INR,card,mastercard,web,2026-01-28 15:42:18,15,2,0,715,0,0,1.0,0.0,7121.97,0,1.4192,0,0,1,3,0.5,0,0,0,0,0,0,0,0.1136,0.1272,success,none,none,,0,none,0,0,0,0.0
txn_0006218,cust_01928,merch_037,1404.96,INR,wallet,other,web,2026-01-28 15:52:58,15,2,0,326,0,0,1.0,0.0,1594.23,0,0.8813,1,241,1,0,0.5,0,0,0,0,0,0,0,0.0598,0.0918,success,none,none,,0,none,0,0,0,0.0
txn_0006219,cust_01577,merch_017,879.67,INR,card,visa,api,2026-01-28 15:57:12,15,2,0,3,0,0,1.0,0.0,951.77,0,0.9242,0,0,1,0,0.5,0,0,0,0,0,1,0,0.2205,0.0599,success,none,none,,0,none,0,0,0,0.0
txn_0006220,cust_02838,merch_036,1029.54,INR,card,rupay,web,2026-01-28 16:16:17,16,2,0,198,0,0,1.0,0.0,984.24,0,1.046,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0508,0.1933,success,none,none,,0,none,0,0,0,0.0
txn_0006221,cust_02394,merch_020,1503.07,INR,wallet,other,mobile,2026-01-28 16:16:32,16,2,0,285,0,0,1.0,0.0,835.28,0,1.7995,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1956,0.1543,success,none,none,,0,none,0,0,0,0.0
txn_0006222,cust_00366,merch_024,5433.91,INR,card,amex,mobile,2026-01-28 16:18:08,16,2,0,882,0,0,1.0,0.0,4427.18,0,1.2274,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2551,0.0931,success,none,none,,0,none,0,0,0,0.0
txn_0006223,cust_01372,merch_016,960.85,INR,card,amex,web,2026-01-28 16:23:40,16,2,0,139,0,0,1.0,0.0,614.2,0,1.5644,0,0,1,2,1.0,0,0,0,0,0,0,0,0.2388,0.1212,success,none,none,,0,none,0,0,0,0.0
txn_0006224,cust_01860,merch_009,586.3,INR,upi,upi,mobile,2026-01-28 16:26:14,16,2,0,913,0,0,1.0,0.0,341.43,0,1.7172,1,181,1,0,0.5,0,0,0,0,0,0,0,0.2055,0.0672,failed,insufficient_funds,customer_action_required,0.6772,1,reminder,1,0,1,586.3
txn_0006225,cust_01719,merch_018,914.08,INR,card,mastercard,api,2026-01-28 16:28:39,16,2,0,357,0,0,1.0,0.0,982.72,0,0.9302,0,0,1,0,0.5,0,0,0,0,0,0,0,0.161,0.0417,success,none,none,,0,none,0,0,0,0.0
txn_0006226,cust_02174,merch_036,2711.29,INR,upi,upi,mobile,2026-01-28 16:33:26,16,2,0,719,0,0,1.0,0.0,1874.61,0,1.4463,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0588,0.0882,success,none,none,,0,none,0,0,0,0.0
txn_0006227,cust_01537,merch_001,478.24,INR,upi,upi,mobile,2026-01-28 16:39:35,16,2,0,265,0,0,1.0,0.0,328.28,0,1.4568,0,0,1,0,0.5,0,0,0,0,0,0,0,0.3345,0.018,failed,authentication_failed,customer_action_required,0.6421,1,reminder,2,0,1,478.24
txn_0006228,cust_01434,merch_041,1956.64,INR,card,mastercard,api,2026-01-28 16:41:11,16,2,0,699,0,0,1.0,0.0,1575.48,0,1.2419,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1663,0.1336,success,none,none,,0,none,0,0,0,0.0
txn_0006229,cust_01597,merch_049,1360.1,INR,card,rupay,web,2026-01-28 16:49:50,16,2,0,429,0,0,1.0,0.0,1143.24,0,1.1897,1,221,1,0,0.5,0,0,0,0,0,0,0,0.108,0.1574,success,none,none,,0,none,0,0,0,0.0
txn_0006230,cust_00530,merch_034,1315.24,INR,upi,upi,api,2026-01-28 16:50:18,16,2,0,229,0,0,1.0,0.0,1819.64,0,0.7228,0,0,1,0,1.0,0,0,0,0,0,0,0,0.0489,0.1769,success,none,none,,0,none,0,0,0,0.0
txn_0006231,cust_02880,merch_047,667.36,INR,upi,upi,web,2026-01-28 16:55:12,16,2,0,560,0,0,1.0,0.0,575.04,0,1.1605,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0298,0.0026,success,none,none,,0,none,0,0,0,0.0
txn_0006232,cust_03216,merch_040,1049.9,INR,card,amex,mobile,2026-01-28 16:59:24,16,2,0,742,0,0,1.0,0.0,1284.82,0,0.8172,0,0,1,0,0.5,0,0,0,0,0,0,0,0.3007,0.1802,failed,technical_error,technical,0.7657,1,reminder,1,1,1,1049.9
txn_0006233,cust_02925,merch_015,3202.05,INR,upi,upi,web,2026-01-28 17:08:25,17,2,0,190,0,0,1.0,0.0,2897.4,0,1.1051,0,0,1,0,0.5,0,0,0,0,0,1,0,0.1416,0.1185,failed,customer_cancelled,customer_action_required,0.6663,1,payment_link,1,0,1,3202.05
txn_0006234,cust_02167,merch_035,4064.64,INR,wallet,other,mobile,2026-01-28 17:10:30,17,2,0,572,0,0,1.0,0.0,3516.56,0,1.1559,0,0,1,0,1.0,0,0,0,0,0,0,0,0.2878,0.0003,success,none,none,,0,none,0,0,0,0.0
txn_0006235,cust_01903,merch_042,2276.21,INR,card,mastercard,web,2026-01-28 17:21:27,17,2,0,938,0,0,1.0,0.0,1831.49,0,1.2428,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0554,0.1785,failed,network_timeout,transient,0.7584,1,retry,1,0,0,0.0
txn_0006236,cust_00044,merch_040,651.89,INR,upi,upi,mobile,2026-01-28 17:21:55,17,2,0,552,0,0,1.0,0.0,742.54,0,0.8779,1,414,1,1,1.0,0,0,0,0,0,0,0,0.0588,0.1404,success,none,none,,0,none,0,0,0,0.0
txn_0006237,cust_02445,merch_003,1689.94,INR,card,amex,web,2026-01-28 17:25:08,17,2,0,804,0,0,1.0,0.0,1403.57,0,1.204,0,0,1,0,0.5,0,0,0,0,0,0,0,0.4329,0.0458,success,none,none,,0,none,0,0,0,0.0
txn_0006238,cust_02673,merch_026,1923.13,INR,card,visa,api,2026-01-28 17:33:15,17,2,0,911,0,0,1.0,0.0,2453.0,0,0.784,0,0,1,0,1.0,0,0,0,0,0,0,0,0.1679,0.1241,success,none,none,,0,none,0,0,0,0.0
txn_0006239,cust_02750,merch_014,1292.98,INR,card,visa,mobile,2026-01-28 17:56:18,17,2,0,180,0,0,1.0,0.0,946.87,0,1.3655,1,340,1,1,1.0,0,0,0,0,0,0,0,0.1648,0.198,failed,card_expired,payment_method_problem,0.2281,0,no_action,0,0,0,0.0
txn_0006240,cust_00442,merch_024,1354.4,INR,netbanking,other,api,2026-01-28 17:59:58,17,2,0,1059,0,0,1.0,0.0,2196.72,0,0.6166,1,507,1,0,0.5,0,0,0,0,0,0,0,0.0254,0.1531,success,none,none,,0,none,0,0,0,0.0
txn_0006241,cust_03570,merch_050,1966.51,INR,card,amex,web,2026-01-28 18:06:19,18,2,0,961,0,0,1.0,0.0,2277.75,0,0.8634,1,307,1,0,0.5,0,0,0,0,0,0,0,0.1576,0.0988,success,none,none,,0,none,0,0,0,0.0
txn_0006242,cust_02643,merch_015,1400.05,INR,upi,upi,web,2026-01-28 18:06:35,18,2,0,476,0,0,1.0,0.0,1874.48,0,0.7469,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1805,0.0882,failed,customer_cancelled,customer_action_required,0.7786,1,reminder,2,1,1,1400.05
txn_0006243,cust_01236,merch_005,2904.43,INR,netbanking,hdfc,api,2026-01-28 18:12:43,18,2,0,558,0,0,1.0,0.0,2205.51,0,1.3169,0,0,1,0,0.5,0,0,0,0,0,0,1,0.2003,0.1286,success,none,none,,0,none,0,0,0,0.0
txn_0006244,cust_02463,merch_027,3294.1,INR,card,rupay,api,2026-01-28 18:13:57,18,2,0,459,0,0,1.0,0.0,2363.08,0,1.394,0,0,1,1,0.0,0,0,0,0,0,0,1,0.3307,0.1286,success,none,none,,0,none,0,0,0,0.0
txn_0006245,cust_00950,merch_032,756.85,INR,card,visa,mobile,2026-01-28 18:16:22,18,2,0,243,0,0,1.0,0.0,557.7,0,1.3571,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1968,0.1023,success,none,none,,0,none,0,0,0,0.0
txn_0006246,cust_00126,merch_050,1793.03,INR,upi,upi,web,2026-01-28 18:19:33,18,2,0,915,0,0,1.0,0.0,1626.55,0,1.1024,1,319,1,1,1.0,0,0,0,0,0,0,0,0.0417,0.0714,success,none,none,,0,none,0,0,0,0.0
txn_0006247,cust_00825,merch_017,3105.0,INR,upi,upi,api,2026-01-28 18:21:06,18,2,0,562,0,0,1.0,0.0,2305.36,0,1.3469,0,0,1,0,0.5,0,0,0,0,0,0,1,0.0949,0.1354,success,none,none,,0,none,0,0,0,0.0
txn_0006248,cust_03707,merch_025,2626.1,INR,upi,upi,mobile,2026-01-28 18:36:32,18,2,0,806,0,0,1.0,0.0,2726.72,0,0.9631,1,446,1,0,0.5,0,0,0,0,0,0,0,0.1859,0.1568,success,none,none,,0,none,0,0,0,0.0
txn_0006249,cust_03873,merch_024,1322.41,INR,card,visa,mobile,2026-01-28 18:43:16,18,2,0,146,0,0,1.0,0.0,1733.51,0,0.7629,0,0,1,0,1.0,0,0,0,0,0,0,0,0.0031,0.008,success,none,none,,0,none,0,0,0,0.0
txn_0006250,cust_02480,merch_025,783.77,INR,upi,upi,mobile,2026-01-28 18:44:42,18,2,0,478,0,0,1.0,0.0,877.81,0,0.8929,1,691,1,0,0.5,0,0,0,0,0,0,0,0.1748,0.0882,success,none,none,,0,none,0,0,0,0.0
txn_0006251,cust_00056,merch_032,2061.9,INR,upi,upi,mobile,2026-01-28 18:44:52,18,2,0,572,0,0,1.0,0.0,3466.88,0,0.5947,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0975,0.1816,success,none,none,,0,none,0,0,0,0.0
txn_0006252,cust_00819,merch_016,14273.89,INR,card,amex,web,2026-01-28 18:53:48,18,2,0,650,0,0,1.0,0.0,12606.62,0,1.1323,1,635,1,0,0.5,0,0,0,0,0,0,0,0.3963,0.0656,success,none,none,,0,none,0,0,0,0.0
txn_0006253,cust_03729,merch_035,1501.41,INR,upi,upi,api,2026-01-28 19:08:36,19,2,0,871,0,0,1.0,0.0,1344.99,0,1.1163,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1178,0.1815,success,none,none,,0,none,0,0,0,0.0
txn_0006254,cust_02619,merch_006,1944.69,INR,upi,upi,web,2026-01-28 19:12:26,19,2,0,527,0,0,1.0,0.0,1950.66,0,0.9969,1,454,1,0,0.5,0,0,0,0,0,0,1,0.2278,0.0408,success,none,none,,0,none,0,0,0,0.0
txn_0006255,cust_02346,merch_024,1333.59,INR,upi,upi,mobile,2026-01-28 19:16:49,19,2,0,1021,0,0,1.0,0.0,1743.22,0,0.765,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0575,0.1479,success,none,none,,0,none,0,0,0,0.0
txn_0006256,cust_00202,merch_015,935.41,INR,wallet,other,web,2026-01-28 19:22:27,19,2,0,861,0,0,1.0,0.0,1065.15,0,0.8782,1,726,1,0,0.5,0,0,0,0,0,0,0,0.0734,0.1038,success,none,none,,0,none,0,0,0,0.0
txn_0006257,cust_02046,merch_036,1444.87,INR,card,visa,mobile,2026-01-28 19:38:48,19,2,0,288,0,0,1.0,0.0,2132.18,0,0.6776,1,429,1,0,0.5,0,0,0,0,0,0,0,0.3258,0.1045,success,none,none,,0,none,0,0,0,0.0
txn_0006258,cust_03110,merch_003,2293.49,INR,upi,upi,api,2026-01-28 19:47:43,19,2,0,631,0,0,1.0,0.0,1705.62,0,1.3447,1,82,1,0,1.0,0,0,0,0,0,0,0,0.0793,0.0498,success,none,none,,0,none,0,0,0,0.0
txn_0006259,cust_00008,merch_005,2010.71,INR,card,visa,mobile,2026-01-28 19:58:45,19,2,0,733,0,0,1.0,0.0,1908.48,0,1.0536,0,0,1,0,0.5,0,0,0,0,0,0,1,0.247,0.0738,success,none,none,,0,none,0,0,0,0.0
txn_0006260,cust_00216,merch_012,3263.57,INR,card,rupay,mobile,2026-01-28 20:04:13,20,2,0,597,0,0,1.0,0.0,2366.39,0,1.3791,1,207,1,0,0.5,0,0,0,0,0,1,0,0.1289,0.1505,success,none,none,,0,none,0,0,0,0.0
txn_0006261,cust_01670,merch_018,1478.74,INR,netbanking,hdfc,mobile,2026-01-28 20:11:24,20,2,0,281,0,0,1.0,0.0,1611.13,0,0.9178,0,0,1,0,1.0,0,0,0,0,0,0,0,0.0243,0.0712,success,none,none,,0,none,0,0,0,0.0
txn_0006262,cust_02502,merch_046,2343.18,INR,upi,upi,web,2026-01-28 20:19:31,20,2,0,563,0,0,1.0,0.0,1642.56,0,1.4265,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1253,0.1274,failed,technical_error,technical,0.7596,1,retry,2,0,1,2343.18
txn_0006263,cust_00979,merch_042,2086.0,INR,card,mastercard,api,2026-01-28 20:21:06,20,2,0,761,0,0,1.0,0.0,1962.85,0,1.0627,0,0,1,0,0.5,0,0,0,0,0,0,0,0.104,0.0919,success,none,none,,0,none,0,0,0,0.0
txn_0006264,cust_03319,merch_026,234.03,INR,card,visa,web,2026-01-28 20:22:36,20,2,0,408,0,0,1.0,0.0,444.62,0,0.5264,1,402,1,0,0.0,0,0,0,0,0,0,0,0.2484,0.1322,success,none,none,,0,none,0,0,0,0.0
txn_0006265,cust_00123,merch_004,1403.51,INR,netbanking,icici,web,2026-01-28 20:36:50,20,2,0,1012,0,0,1.0,0.0,1537.12,0,0.9131,0,0,1,0,0.0,0,0,0,0,0,0,0,0.2635,0.1449,success,none,none,,0,none,0,0,0,0.0
txn_0006266,cust_01777,merch_020,6261.85,INR,card,amex,mobile,2026-01-28 20:38:19,20,2,0,989,0,0,1.0,0.0,6458.32,0,0.9696,1,494,1,2,0.0,0,0,0,0,0,0,0,0.1168,0.1629,success,none,none,,0,none,0,0,0,0.0
txn_0006267,cust_00379,merch_026,2243.67,INR,wallet,other,web,2026-01-28 20:39:54,20,2,0,703,0,0,1.0,0.0,3481.73,0,0.6444,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1203,0.1241,success,none,none,,0,none,0,0,0,0.0
txn_0006268,cust_02390,merch_008,1164.1,INR,card,amex,web,2026-01-28 20:40:30,20,2,0,674,0,0,1.0,0.0,1752.9,0,0.6641,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1631,0.1068,success,none,none,,0,none,0,0,0,0.0
txn_0006269,cust_02052,merch_050,1475.35,INR,upi,upi,api,2026-01-28 20:50:54,20,2,0,1078,0,0,1.0,0.0,1967.33,0,0.7499,1,239,1,0,0.5,0,0,0,0,0,0,0,0.4786,0.0366,success,none,none,,0,none,0,0,0,0.0
txn_0006270,cust_00195,merch_026,651.2,INR,upi,upi,web,2026-01-28 20:57:39,20,2,0,415,0,0,1.0,0.0,955.73,0,0.6814,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0618,0.0847,success,none,none,,0,none,0,0,0,0.0
txn_0006271,cust_03786,merch_029,2521.74,INR,upi,upi,mobile,2026-01-28 21:24:12,21,2,0,229,0,0,1.0,0.0,2681.88,0,0.9403,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1513,0.1546,success,none,none,,0,none,0,0,0,0.0
txn_0006272,cust_02389,merch_029,8499.75,INR,upi,upi,mobile,2026-01-28 21:28:14,21,2,0,504,0,0,1.0,0.0,5906.1,0,1.4391,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0178,0.1902,success,none,none,,0,none,0,0,0,0.0
txn_0006273,cust_01257,merch_047,2521.51,INR,upi,upi,web,2026-01-28 21:30:13,21,2,0,716,0,0,1.0,0.0,3028.39,0,0.8326,1,236,1,0,0.5,0,0,0,0,0,0,0,0.2354,0.0339,success,none,none,,0,none,0,0,0,0.0
txn_0006274,cust_01436,merch_009,596.91,INR,card,visa,web,2026-01-28 21:36:18,21,2,0,85,0,0,1.0,0.0,470.49,0,1.2687,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2522,0.0923,success,none,none,,0,none,0,0,0,0.0
txn_0006275,cust_02451,merch_046,2823.75,INR,wallet,other,mobile,2026-01-28 21:36:26,21,2,0,137,0,0,1.0,0.0,3056.99,0,0.9237,0,0,1,0,0.5,0,0,0,0,0,0,1,0.1972,0.0733,success,none,none,,0,none,0,0,0,0.0
txn_0006276,cust_02404,merch_025,1232.59,INR,upi,upi,mobile,2026-01-28 21:47:04,21,2,0,893,0,0,1.0,0.0,1647.97,0,0.7479,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0366,0.1734,failed,network_timeout,transient,0.7461,1,retry,2,1,1,1232.59
txn_0006277,cust_03502,merch_011,865.37,INR,card,visa,mobile,2026-01-28 21:51:44,21,2,0,631,0,0,1.0,0.0,779.28,0,1.1105,0,0,1,0,0.5,0,0,0,0,0,0,1,0.1969,0.0985,success,none,none,,0,none,0,0,0,0.0
txn_0006278,cust_02979,merch_002,1757.77,INR,card,amex,mobile,2026-01-28 21:56:01,21,2,0,699,0,0,1.0,0.0,1777.35,0,0.989,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2479,0.0513,failed,suspected_risk,risk_related,0.245,1,escalate,2,0,0,0.0
txn_0006279,cust_02656,merch_017,1846.64,INR,upi,upi,mobile,2026-01-28 22:17:56,22,2,0,610,0,0,1.0,0.0,1984.62,0,0.9305,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0379,0.1065,success,none,none,,0,none,0,0,0,0.0
txn_0006280,cust_02581,merch_028,4005.39,INR,netbanking,sbi,web,2026-01-28 22:19:22,22,2,0,1072,0,0,1.0,0.0,4761.32,0,0.8412,0,0,1,0,0.5,0,0,0,0,0,0,1,0.1317,0.1818,failed,invalid_card,payment_method_problem,0.1835,1,payment_link,1,1,0,0.0
txn_0006281,cust_01146,merch_040,6021.15,INR,card,mastercard,mobile,2026-01-28 22:22:59,22,2,0,413,0,0,1.0,0.0,3785.46,0,1.5906,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1534,0.193,success,none,none,,0,none,0,0,0,0.0
txn_0006282,cust_01735,merch_043,698.49,INR,upi,upi,web,2026-01-28 22:28:03,22,2,0,520,0,0,1.0,0.0,538.42,0,1.2973,0,0,1,0,0.5,0,0,0,0,0,0,1,0.0256,0.0469,success,none,none,,0,none,0,0,0,0.0
txn_0006283,cust_01831,merch_009,507.54,INR,wallet,other,web,2026-01-28 22:30:49,22,2,0,773,0,0,1.0,0.0,569.61,0,0.891,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1976,0.0399,success,none,none,,0,none,0,0,0,0.0
txn_0006284,cust_02366,merch_042,3211.82,INR,upi,upi,mobile,2026-01-28 22:34:23,22,2,0,365,0,0,1.0,0.0,3090.48,0,1.0393,0,0,1,0,0.5,0,0,0,0,0,0,0,0.3091,0.0106,success,none,none,,0,none,0,0,0,0.0
txn_0006285,cust_02551,merch_045,2641.64,INR,card,amex,mobile,2026-01-28 22:51:13,22,2,0,161,0,0,1.0,0.0,1970.91,0,1.3403,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1061,0.1908,failed,network_timeout,transient,0.7748,1,retry,1,0,1,2641.64
txn_0006286,cust_02448,merch_030,2625.25,INR,upi,upi,web,2026-01-28 22:52:14,22,2,0,695,0,0,1.0,0.0,2621.06,0,1.0016,1,544,1,0,0.5,0,0,0,0,0,0,1,0.2216,0.1086,success,none,none,,0,none,0,0,0,0.0
txn_0006287,cust_00256,merch_039,4071.08,INR,netbanking,other,web,2026-01-28 23:00:46,23,2,0,815,0,0,1.0,0.0,5005.57,0,0.8133,1,436,1,0,0.5,0,0,0,0,0,0,0,0.0761,0.0859,success,none,none,,0,none,0,0,0,0.0
txn_0006288,cust_00334,merch_035,2745.78,INR,upi,upi,mobile,2026-01-28 23:02:53,23,2,0,655,0,0,1.0,0.0,3108.79,0,0.8832,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0096,0.1981,success,none,none,,0,none,0,0,0,0.0
txn_0006289,cust_02302,merch_020,1670.59,INR,card,amex,web,2026-01-28 23:08:37,23,2,0,1054,0,0,1.0,0.0,2184.26,0,0.7648,1,197,1,0,0.5,0,0,0,0,0,0,1,0.2695,0.1734,success,none,none,,0,none,0,0,0,0.0
txn_0006290,cust_01290,merch_050,513.23,INR,upi,upi,web,2026-01-28 23:11:56,23,2,0,9,0,0,1.0,0.0,577.46,0,0.8888,0,0,1,0,0.5,0,0,0,0,0,0,0,0.2478,0.1856,failed,bank_declined,bank_decline,0.6237,1,reminder,2,1,1,513.23
txn_0006291,cust_02104,merch_041,1722.15,INR,upi,upi,web,2026-01-28 23:31:51,23,2,0,471,0,0,1.0,0.0,1679.91,0,1.0251,0,0,1,0,0.5,0,0,0,0,0,0,0,0.22,0.16,success,none,none,,0,none,0,0,0,0.0
txn_0006292,cust_01038,merch_016,8542.57,INR,card,mastercard,web,2026-01-28 23:37:41,23,2,0,710,0,0,1.0,0.0,4686.4,0,1.8228,0,0,1,1,1.0,0,0,0,0,0,0,1,0.1276,0.0924,success,none,none,,0,none,0,0,0,0.0
txn_0006293,cust_01085,merch_016,860.87,INR,upi,upi,api,2026-01-28 23:40:19,23,2,0,617,0,0,1.0,0.0,947.96,0,0.9081,1,465,1,0,0.5,0,0,0,0,0,0,0,0.0588,0.1872,success,none,none,,0,none,0,0,0,0.0
txn_0006294,cust_01296,merch_012,4944.27,INR,card,rupay,mobile,2026-01-28 23:40:36,23,2,0,639,0,0,1.0,0.0,6327.22,0,0.7814,0,0,1,1,1.0,0,0,0,0,0,1,0,0.0782,0.1313,success,none,none,,0,none,0,0,0,0.0
txn_0006295,cust_01841,merch_018,1207.45,INR,card,visa,mobile,2026-01-28 23:47:38,23,2,0,532,0,0,1.0,0.0,2197.06,0,0.5496,0,0,1,1,0.0,0,0,0,0,0,0,0,0.1319,0.1017,failed,insufficient_funds,customer_action_required,0.6125,1,reminder,1,1,0,0.0
txn_0006296,cust_01427,merch_029,3430.59,INR,card,mastercard,web,2026-01-28 23:48:40,23,2,0,533,0,0,1.0,0.0,2631.93,0,1.3035,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0819,0.1233,success,none,none,,0,none,0,0,0,0.0
txn_0006297,cust_03248,merch_028,1605.11,INR,upi,upi,mobile,2026-01-28 23:52:18,23,2,0,405,0,0,1.0,0.0,2102.1,0,0.7636,0,0,1,0,0.5,0,0,0,0,0,1,1,0.0739,0.1456,success,none,none,,0,none,0,0,0,0.0
txn_0006298,cust_00074,merch_004,4002.18,INR,upi,upi,web,2026-01-28 23:53:26,23,2,0,334,0,0,1.0,0.0,4379.96,0,0.9137,0,0,1,0,1.0,0,0,0,0,0,0,0,0.1014,0.0882,success,none,none,,0,none,0,0,0,0.0
txn_0006299,cust_02745,merch_024,791.74,INR,card,mastercard,mobile,2026-01-28 23:53:52,23,2,0,1026,0,0,1.0,0.0,975.19,0,0.8119,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1258,0.197,failed,insufficient_funds,customer_action_required,0.7112,1,reminder,3,1,1,791.74
txn_0006300,cust_02060,merch_004,9950.97,INR,upi,upi,web,2026-01-28 23:55:34,23,2,0,1032,0,0,1.0,0.0,8468.22,0,1.1751,0,0,1,0,0.5,0,0,0,0,0,0,0,0.0803,0.1287,failed,network_timeout,transient,0.98,1,retry,2,0,1,9950.97
txn_0006301,cust_03209,merch_043,7061.73,INR,card,rupay,web,2026-01-29 00:10:15,0,3,0,762,0,0,1.0,0.0,5977.91,0,1.1813,1,451,1,0,0.0,0,0,0,0,0,0,0,0.3417,0.1496,success,none,none,,0,none,0,0,0,0.0
txn_0006302,cust_03625,merch_035,1523.67,INR,upi,upi,web,2026-01-29 00:11:31,0,3,0,177,0,0,1.0,0.0,3141.05,0,0.4851,0,0,1,0,1.0,0,0,0,0,0,0,0,0.3358,0.1009,success,none,none,,0,none,0,0,0,0.0
txn_0006303,cust_03421,merch_004,2411.59,INR,upi,upi,mobile,2026-01-29 00:14:30,0,3,0,299,0,0,1.0,0.0,800.97,0,3.0108,1,73,1,1,1.0,0,0,0,0,0,0,0,0.2342,0.115,success,none,none,,0,none,0,0,0,0.0
txn_0006304,cust_01722,merch_035,835.12,INR,upi,upi,mobile,2026-01-29 00:35:12,0,3,0,784,0,0,1.0,0.0,587.25,0,1.4221,0,0,1,1,0.0,0,0,0,0,0,0,0,0.1654,0.1843,success,none,none,,0,none,0,0,0,0.0
txn_0006305,cust_00251,merch_018,2580.33,INR,card,amex,web,2026-01-29 00:35:47,0,3,0,26,0,0,1.0,0.0,2869.58,0,0.8992,0,0,1,0,0.5,0,0,0,0,0,0,0,0.1923,0.0364,success,none,none,,0,none,0,0,0,0.0
